,Word,Lemma,POSTag,Shape
925,our,-PRON-,PRP$,xxx
926,turnaround,turnaround,NN,xxxx
927,and,and,CC,xxx
928,focus,focus,VB,xxxx
929,on,on,IN,xx
930,reinvigorating,reinvigorate,VBG,xxxx
931,the,the,DT,xxx
932,customer,customer,NN,xxxx
933,experience,experience,NN,xxxx
934,",",",",",",","
935,the,the,DT,xxx
936,choice,choice,NN,xxxx
937,to,to,TO,xx
938,sustain,sustain,VB,xxxx
939,investment,investment,NN,xxxx
940,and,and,CC,xxx
941,customer,customer,NN,xxxx
942,service,service,NN,xxxx
943,in,in,IN,xx
944,the,the,DT,xxx
945,middle,middle,NN,xxxx
946,of,of,IN,xx
947,short,short,JJ,xxxx
948,-,-,HYPH,-
949,term,term,NN,xxxx
950,whether,whether,IN,xxxx
951,related,relate,VBN,xxxx
952,softness,softness,NN,xxxx
953,was,be,VBD,xxx
954,one,one,CD,xxx
955,of,of,IN,xx
956,the,the,DT,xxx
957,easier,easy,JJR,xxxx
958,decisions,decision,NNS,xxxx
959,made,make,VBN,xxxx
960,in,in,IN,xx
961,the,the,DT,xxx
962,quarter,quarter,NN,xxxx
963,"
","
",_SP,"
"
964,These,these,DT,Xxxxx
965,investments,investment,NNS,xxxx
966,are,be,VBP,xxx
967,beginning,begin,VBG,xxxx
968,to,to,TO,xx
969,pay,pay,VB,xxx
970,-,-,HYPH,-
971,off,off,NN,xxx
972,as,as,IN,xx
973,evidenced,evidence,VBN,xxxx
974,by,by,IN,xx
975,sequential,sequential,JJ,xxxx
976,improvement,improvement,NN,xxxx
977,of,of,IN,xx
978,comp,comp,NN,xxxx
979,store,store,NN,xxxx
980,sales,sale,NNS,xxxx
981,along,along,IN,xxxx
982,with,with,IN,xxxx
983,progress,progress,NN,xxxx
984,on,on,IN,xx
985,core,core,NN,xxxx
986,input,input,NN,xxxx
987,metrics,metric,NNS,xxxx
988,",",",",",",","
989,including,include,VBG,xxxx
990,improved,improve,VBN,xxxx
991,in,in,IN,xx
992,stock,stock,NN,xxxx
993,rates,rate,NNS,xxxx
994,",",",",",",","
995,significant,significant,JJ,xxxx
996,reductions,reduction,NNS,xxxx
997,in,in,IN,xx
998,turnover,turnover,NN,xxxx
999,and,and,CC,xxx
1000,faster,fast,JJR,xxxx
1001,delivery,delivery,NN,xxxx
1002,times,time,NNS,xxxx
1003,to,to,IN,xx
1004,customers,customer,NNS,xxxx
1005,"
","
",_SP,"
"
1006,The,the,DT,Xxx
1007,other,other,JJ,xxxx
1008,drivers,driver,NNS,xxxx
1009,of,of,IN,xx
1010,our,-PRON-,PRP$,xxx
1011,operating,operate,VBG,xxxx
1012,margin,margin,NN,xxxx
1013,decline,decline,NN,xxxx
1014,resulted,result,VBN,xxxx
1015,from,from,IN,xxxx
1016,fixed,fix,VBN,xxxx
1017,costs,cost,NNS,xxxx
1018,deleverage,deleverage,NN,xxxx
1019,due,due,IN,xxx
1020,to,to,IN,xx
1021,the,the,DT,xxx
1022,comparable,comparable,JJ,xxxx
1023,store,store,NN,xxxx
1024,sales,sale,NNS,xxxx
1025,decline,decline,NN,xxxx
1026,and,and,CC,xxx
1027,our,-PRON-,PRP$,xxx
1028,continuing,continue,VBG,xxxx
1029,efforts,effort,NNS,xxxx
1030,to,to,TO,xx
1031,optimize,optimize,VB,xxxx
1032,our,-PRON-,PRP$,xxx
1033,inventory,inventory,NN,xxxx
1034,"
","
",_SP,"
"
1035,Tom,Tom,NNP,Xxx
1036,Okray,Okray,NNP,Xxxxx
1037,will,will,MD,xxxx
1038,provide,provide,VB,xxxx
1039,more,more,JJR,xxxx
1040,color,color,NN,xxxx
1041,on,on,IN,xx
1042,the,the,DT,xxx
1043,financial,financial,JJ,xxxx
1044,shortly,shortly,RB,xxxx
1045,"
","
",_SP,"
"
1046,At,at,IN,Xx
1047,the,the,DT,xxx
1048,same,same,JJ,xxxx
1049,time,time,NN,xxxx
1050,",",",",",",","
1051,our,-PRON-,PRP$,xxx
1052,productivity,productivity,NN,xxxx
1053,agenda,agenda,NN,xxxx
1054,is,be,VBZ,xx
1055,on,on,IN,xx
1056,track,track,NN,xxxx
1057,and,and,CC,xxx
1058,ramping,ramp,VBG,xxxx
1059,up,up,RP,xx
1060,nicely,nicely,RB,xxxx
1061,"
","
",_SP,"
"
1062,Weâ€,weâ€,NN,Xxx€
1063,™,™,CD,™
1064,re,re,IN,xx
1065,now,now,RB,xxx
1066,executing,execute,VBG,xxxx
1067,against,against,IN,xxxx
1068,the,the,DT,xxx
1069,framework,framework,JJ,xxxx
1070,weâ€,weâ€,NNP,xxx€
1071,™,™,CD,™
1072,ve,ve,NNP,xx
1073,been,be,VBN,xxxx
1074,constructing,construct,VBG,xxxx
1075,over,over,IN,xxxx
1076,the,the,DT,xxx
1077,past,past,JJ,xxxx
1078,several,several,JJ,xxxx
1079,months,month,NNS,xxxx
1080,"
","
",_SP,"
"
1081,As,as,IN,Xx
1082,the,the,DT,xxx
1083,program,program,NN,xxxx
1084,boost,boost,NN,xxxx
1085,and,and,CC,xxx
1086,design,design,NN,xxxx
1087,to,to,IN,xx
1088,execution,execution,NN,xxxx
1089,",",",",",",","
1090,weâ€,weâ€,NNP,xxx€
1091,™,™,CD,™
1092,ll,ll,VBD,xx
1093,realize,realize,VBP,xxxx
1094,considerable,considerable,JJ,xxxx
1095,productivity,productivity,NN,xxxx
1096,savings,saving,NNS,xxxx
1097,in,in,IN,xx
1098,the,the,DT,xxx
1099,back,back,JJ,xxxx
1100,half,half,NN,xxxx
1101,of,of,IN,xx
1102,the,the,DT,xxx
1103,year,year,NN,xxxx
1104,for,for,IN,xxx
1105,our,-PRON-,PRP$,xxx
1106,annual,annual,JJ,xxxx
1107,operating,operating,NN,xxxx
1108,plan,plan,NN,xxxx
1109,"
","
",_SP,"
"
1110,As,as,IN,Xx
1111,a,a,DT,x
1112,result,result,NN,xxxx
1113,of,of,IN,xx
1114,these,these,DT,xxxx
1115,factors,factor,NNS,xxxx
1116,outlined,outline,VBD,xxxx
1117,",",",",",",","
1118,we,-PRON-,PRP,xx
1119,delivered,deliver,VBD,xxxx
1120,an,an,DT,xx
1121,adjusted,adjust,VBN,xxxx
1122,operating,operate,VBG,xxxx
1123,margin,margin,NN,xxxx
1124,rate,rate,NN,xxxx
1125,of,of,IN,xx
1126,7.1,7.1,CD,d.d
1127,%,%,NN,%
1128,and,and,CC,xxx
1129,adjusted,adjust,VBN,xxxx
1130,EPS,EPS,NNP,XXX
1131,of,of,IN,xx
1132,$,$,$,$
1133,1.60,1.60,CD,d.dd
1134,.,.,.,.
1135,Taking,take,VBG,Xxxxx
1136,all,all,PDT,xxx
1137,this,this,DT,xxxx
1138,into,into,IN,xxxx
1139,account,account,NN,xxxx
1140,",",",",",",","
1141,we,-PRON-,PRP,xx
1142,remain,remain,VBP,xxxx
1143,confident,confident,JJ,xxxx
1144,with,with,IN,xxxx
1145,the,the,DT,xxx
1146,progress,progress,NN,xxxx
1147,weâ€,weâ€,NNP,xxx€
1148,™,™,CD,™
1149,re,re,VBZ,xx
1150,making,make,VBG,xxxx
1151,as,as,IN,xx
1152,we,-PRON-,PRP,xx
1153,execute,execute,VBP,xxxx
1154,our,-PRON-,PRP$,xxx
1155,plan,plan,NN,xxxx
1156,and,and,CC,xxx
1157,expect,expect,VB,xxxx
1158,sales,sale,NNS,xxxx
1159,and,and,CC,xxx
1160,customer,customer,NN,xxxx
1161,momentum,momentum,NN,xxxx
1162,to,to,TO,xx
1163,continue,continue,VB,xxxx
1164,with,with,IN,xxxx
1165,more,more,JJR,xxxx
1166,operating,operating,NN,xxxx
1167,leverage,leverage,NN,xxxx
1168,as,as,IN,xx
1169,we,-PRON-,PRP,xx
1170,enter,enter,VBP,xxxx
1171,the,the,DT,xxx
1172,back,back,JJ,xxxx
1173,half,half,NN,xxxx
1174,of,of,IN,xx
1175,2017,2017,CD,dddd
1176,.,.,.,.
1177,Weâ€,weâ€,NN,Xxx€
1178,™,™,CD,™
1179,re,re,IN,xx
1180,performing,perform,VBG,xxxx
1181,well,well,RB,xxxx
1182,relative,relative,JJ,xxxx
1183,to,to,IN,xx
1184,our,-PRON-,PRP$,xxx
1185,primary,primary,JJ,xxxx
1186,input,input,NN,xxxx
1187,metrics,metric,NNS,xxxx
1188,as,as,IN,xx
1189,the,the,DT,xxx
1190,beginning,beginning,NN,xxxx
1191,and,and,CC,xxx
1192,end,end,NN,xxx
1193,of,of,IN,xx
1194,the,the,DT,xxx
1195,quarter,quarter,NN,xxxx
1196,was,be,VBD,xxx
1197,in,in,IN,xx
1198,line,line,NN,xxxx
1199,with,with,IN,xxxx
1200,expectations,expectation,NNS,xxxx
1201,"
","
",_SP,"
"
1202,Unfortunately,unfortunately,RB,Xxxxx
1203,",",",",",",","
1204,the,the,DT,xxx
1205,middle,middle,NN,xxxx
1206,of,of,IN,xx
1207,the,the,DT,xxx
1208,quarter,quarter,NN,xxxx
1209,was,be,VBD,xxx
1210,below,below,IN,xxxx
1211,plan,plan,NN,xxxx
1212,as,as,IN,xx
1213,was,be,VBD,xxx
1214,broadly,broadly,RB,xxxx
1215,experienced,experience,VBN,xxxx
1216,across,across,IN,xxxx
1217,the,the,DT,xxx
1218,industry,industry,NN,xxxx
1219,"
","
",_SP,"
"
1220,We,-PRON-,PRP,Xx
1221,also,also,RB,xxxx
1222,believe,believe,VBP,xxxx
1223,the,the,DT,xxx
1224,sales,sale,NNS,xxxx
1225,softness,softness,NN,xxxx
1226,was,be,VBD,xxx
1227,short,short,JJ,xxxx
1228,-,-,HYPH,-
1229,term,term,NN,xxxx
1230,in,in,IN,xx
1231,nature,nature,NN,xxxx
1232,given,give,VBN,xxxx
1233,recent,recent,JJ,xxxx
1234,trends,trend,NNS,xxxx
1235,"
","
",_SP,"
"
1236,Importantly,importantly,RB,Xxxxx
1237,",",",",",",","
1238,Importantly,importantly,RB,Xxxxx
1239,",",",",",",","
1240,our,-PRON-,PRP$,xxx
1241,productivity,productivity,NN,xxxx
1242,agenda,agenda,NN,xxxx
1243,ahead,ahead,RB,xxxx
1244,of,of,IN,xx
1245,plan,plan,NN,xxxx
1246,"
","
",_SP,"
"
1247,Weâ€,weâ€,NN,Xxx€
1248,™,™,CD,™
1249,ve,ve,NN,xx
1250,now,now,RB,xxx
1251,conclude,conclude,VBP,xxxx
1252,that,that,IN,xxxx
1253,we,-PRON-,PRP,xx
1254,can,can,MD,xxx
1255,drive,drive,VB,xxxx
1256,more,more,JJR,xxxx
1257,gross,gross,JJ,xxxx
1258,savings,saving,NNS,xxxx
1259,in,in,IN,xx
1260,a,a,DT,x
1261,shorter,short,JJR,xxxx
1262,period,period,NN,xxxx
1263,of,of,IN,xx
1264,time,time,NN,xxxx
1265,"
","
",_SP,"
"
1266,We,-PRON-,PRP,Xx
1267,will,will,MD,xxxx
1268,do,do,VB,xx
1269,this,this,DT,xxxx
1270,while,while,IN,xxxx
1271,continuing,continue,VBG,xxxx
1272,to,to,TO,xx
1273,position,position,VB,xxxx
1274,the,the,DT,xxx
1275,business,business,NN,xxxx
1276,to,to,TO,xx
1277,grow,grow,VB,xxxx
1278,faster,faster,RBR,xxxx
1279,"
","
",_SP,"
"
1280,Weâ€,Weâ€,NNP,Xxx€
1281,™,™,CD,™
1282,ll,ll,TO,xx
1283,begin,begin,VB,xxxx
1284,to,to,TO,xx
1285,see,see,VB,xxx
1286,improvements,improvement,NNS,xxxx
1287,from,from,IN,xxxx
1288,our,-PRON-,PRP$,xxx
1289,productivity,productivity,NN,xxxx
1290,initiatives,initiative,NNS,xxxx
1291,in,in,IN,xx
1292,the,the,DT,xxx
1293,second,second,JJ,xxxx
1294,half,half,NN,xxxx
1295,of,of,IN,xx
1296,this,this,DT,xxxx
1297,year,year,NN,xxxx
1298,",",",",",",","
1299,which,which,WDT,xxxx
1300,will,will,MD,xxxx
1301,help,help,VB,xxxx
1302,us,-PRON-,PRP,xx
1303,meet,meet,VB,xxxx
1304,bottom,bottom,JJ,xxxx
1305,line,line,NN,xxxx
1306,targets,target,VBZ,xxxx
1307,"
","
",_SP,"
"
1308,With,with,IN,Xxxx
1309,Q1,Q1,NNP,Xd
1310,behind,behind,IN,xxxx
1311,us,-PRON-,PRP,xx
1312,",",",",",",","
1313,I,-PRON-,PRP,X
1314,am,be,VBP,xx
1315,pleased,pleased,JJ,xxxx
1316,to,to,TO,xx
1317,report,report,VB,xxxx
1318,that,that,IN,xxxx
1319,we,-PRON-,PRP,xx
1320,are,be,VBP,xxx
1321,now,now,RB,xxx
1322,officially,officially,RB,xxxx
1323,transitioning,transition,VBG,xxxx
1324,from,from,IN,xxxx
1325,Phase,phase,NN,Xxxxx
1326,1,1,CD,d
1327,of,of,IN,xx
1328,our,-PRON-,PRP$,xxx
1329,transformation,transformation,NN,xxxx
1330,plan,plan,NN,xxxx
1331,to,to,IN,xx
1332,Phase,phase,NN,Xxxxx
1333,2,2,CD,d
1334,.,.,.,.
1335,Phase,phase,NN,Xxxxx
1336,1,1,CD,d
1337,had,have,VBD,xxx
1338,three,three,CD,xxxx
1339,overarching,overarching,NN,xxxx
1340,objectives,objective,NNS,xxxx
1341,"
","
",_SP,"
"
1342,First,first,RB,Xxxxx
1343,",",",",",",","
1344,refocus,refocus,VB,xxxx
1345,the,the,DT,xxx
1346,organization,organization,NN,xxxx
1347,from,from,IN,xxxx
1348,top,top,NN,xxx
1349,to,to,IN,xx
1350,bottom,bottom,NN,xxxx
1351,on,on,IN,xx
1352,the,the,DT,xxx
1353,customer,customer,NN,xxxx
1354,"
","
",_SP,"
"
1355,We,-PRON-,PRP,Xx
1356,have,have,VBP,xxxx
1357,lost,lose,VBN,xxxx
1358,faith,faith,NN,xxxx
1359,of,of,IN,xx
1360,this,this,DT,xxxx
1361,top,top,JJ,xxx
1362,priority,priority,NN,xxxx
1363,and,and,CC,xxx
1364,needed,need,VBD,xxxx
1365,to,to,TO,xx
1366,regain,regain,VB,xxxx
1367,a,a,DT,x
1368,customer,customer,NN,xxxx
1369,first,first,JJ,xxxx
1370,culture,culture,NN,xxxx
1371,to,to,TO,xx
1372,ensure,ensure,VB,xxxx
1373,a,a,DT,x
1374,long,long,JJ,xxxx
1375,term,term,NN,xxxx
1376,growth,growth,NN,xxxx
1377,"
","
",_SP,"
"
1378,Everyone,everyone,NN,Xxxxx
1379,at,at,IN,xx
1380,AAP,AAP,NNP,XXX
1381,needed,need,VBD,xxxx
1382,to,to,TO,xx
1383,raise,raise,VB,xxxx
1384,their,-PRON-,PRP$,xxxx
1385,gain,gain,NN,xxxx
1386,by,by,IN,xx
1387,putting,put,VBG,xxxx
1388,the,the,DT,xxx
1389,customer,customer,NN,xxxx
1390,first,first,RB,xxxx
1391,in,in,IN,xx
1392,everything,everything,NN,xxxx
1393,we,-PRON-,PRP,xx
1394,do,do,VBP,xx
1395,"
","
",_SP,"
"
1396,Across,across,IN,Xxxxx
1397,our,-PRON-,PRP$,xxx
1398,businesses,business,NNS,xxxx
1399,",",",",",",","
1400,we,-PRON-,PRP,xx
1401,are,be,VBP,xxx
1402,now,now,RB,xxx
1403,seeing,see,VBG,xxxx
1404,adoption,adoption,NN,xxxx
1405,of,of,IN,xx
1406,a,a,DT,x
1407,mindset,mindset,NN,xxxx
1408,that,that,WDT,xxxx
1409,everyone,everyone,NN,xxxx
1410,'s,'s,POS,'x
1411,number,number,NN,xxxx
1412,one,one,CD,xxx
1413,priority,priority,NN,xxxx
1414,is,be,VBZ,xx
1415,sharing,share,VBG,xxxx
1416,for,for,IN,xxx
1417,the,the,DT,xxx
1418,customer,customer,NN,xxxx
1419,"
","
",_SP,"
"
1420,Second,second,RB,Xxxxx
1421,",",",",",",","
1422,develop,develop,VB,xxxx
1423,and,and,CC,xxx
1424,align,align,VB,xxxx
1425,the,the,DT,xxx
1426,organization,organization,NN,xxxx
1427,behind,behind,IN,xxxx
1428,a,a,DT,x
1429,clear,clear,JJ,xxxx
1430,strategy,strategy,NN,xxxx
1431,and,and,CC,xxx
1432,five,five,CD,xxxx
1433,year,year,NN,xxxx
1434,plan,plan,VBP,xxxx
1435,to,to,TO,xx
1436,accelerate,accelerate,VB,xxxx
1437,performance,performance,NN,xxxx
1438,"
","
",_SP,"
"
1439,In,in,IN,Xx
1440,addition,addition,NN,xxxx
1441,",",",",",",","
1442,we,-PRON-,PRP,xx
1443,have,have,VBP,xxxx
1444,defined,define,VBN,xxxx
1445,and,and,CC,xxx
1446,are,be,VBP,xxx
1447,now,now,RB,xxx
1448,executing,execute,VBG,xxxx
1449,against,against,IN,xxxx
1450,the,the,DT,xxx
1451,new,new,JJ,xxx
1452,set,set,NN,xxx
1453,of,of,IN,xx
1454,foundational,foundational,JJ,xxxx
1455,cultural,cultural,JJ,xxxx
1456,shifts,shift,NNS,xxxx
1457,we,-PRON-,PRP,xx
1458,need,need,VBP,xxxx
1459,to,to,TO,xx
1460,make,make,VB,xxxx
1461,"
","
",_SP,"
"
1462,And,and,CC,Xxx
1463,third,third,RB,xxxx
1464,",",",",",",","
1465,build,build,VB,xxxx
1466,a,a,DT,x
1467,world,world,NN,xxxx
1468,class,class,NN,xxxx
1469,leadership,leadership,NN,xxxx
1470,team,team,NN,xxxx
1471,that,that,WDT,xxxx
1472,can,can,MD,xxx
1473,execute,execute,VB,xxxx
1474,our,-PRON-,PRP$,xxx
1475,plan,plan,NN,xxxx
1476,in,in,IN,xx
1477,the,the,DT,xxx
1478,short,short,JJ,xxxx
1479,term,term,NN,xxxx
1480,while,while,IN,xxxx
1481,transforming,transform,VBG,xxxx
1482,our,-PRON-,PRP$,xxx
1483,business,business,NN,xxxx
1484,in,in,IN,xx
1485,the,the,DT,xxx
1486,future,future,NN,xxxx
1487,"
","
",_SP,"
"
1488,We,-PRON-,PRP,Xx
1489,are,be,VBP,xxx
1490,re,re,JJ,xx
1491,-,-,JJ,-
1492,advancing,advance,VBG,xxxx
1493,Advance,Advance,NNP,Xxxxx
1494,Auto,Auto,NNP,Xxxx
1495,Parts,Parts,NNPS,Xxxxx
1496,and,and,CC,xxx
1497,I,-PRON-,PRP,X
1498,am,be,VBP,xx
1499,excited,excite,VBN,xxxx
1500,by,by,IN,xx
1501,the,the,DT,xxx
1502,fact,fact,NN,xxxx
1503,that,that,IN,xxxx
1504,we,-PRON-,PRP,xx
1505,have,have,VBP,xxxx
1506,built,build,VBN,xxxx
1507,a,a,DT,x
1508,new,new,JJ,xxx
1509,and,and,CC,xxx
1510,highly,highly,RB,xxxx
1511,skilled,skilled,JJ,xxxx
1512,leadership,leadership,NN,xxxx
1513,team,team,NN,xxxx
1514,by,by,IN,xx
1515,attracting,attract,VBG,xxxx
1516,top,top,JJ,xxx
1517,talent,talent,NN,xxxx
1518,from,from,IN,xxxx
1519,multiple,multiple,JJ,xxxx
1520,companies,company,NNS,xxxx
1521,and,and,CC,xxx
1522,industries,industry,NNS,xxxx
1523,"
","
",_SP,"
"
1524,This,this,DT,Xxxx
1525,when,when,WRB,xxxx
1526,combined,combine,VBN,xxxx
1527,with,with,IN,xxxx
1528,deep,deep,JJ,xxxx
1529,parts,part,NNS,xxxx
1530,experience,experience,NN,xxxx
1531,throughout,throughout,IN,xxxx
1532,the,the,DT,xxx
1533,organization,organization,NN,xxxx
1534,give,give,VB,xxxx
1535,us,-PRON-,PRP,xx
1536,a,a,DT,x
1537,team,team,NN,xxxx
1538,which,which,WDT,xxxx
1539,can,can,MD,xxx
1540,both,both,DT,xxxx
1541,perform,perform,VB,xxxx
1542,in,in,IN,xx
1543,the,the,DT,xxx
1544,short,short,JJ,xxxx
1545,term,term,NN,xxxx
1546,while,while,IN,xxxx
1547,transforming,transform,VBG,xxxx
1548,our,-PRON-,PRP$,xxx
1549,business,business,NN,xxxx
1550,over,over,IN,xxxx
1551,the,the,DT,xxx
1552,long,long,JJ,xxxx
1553,term,term,NN,xxxx
1554,"
","
",_SP,"
"
1555,In,in,IN,Xx
1556,Phase,phase,NN,Xxxxx
1557,1,1,CD,d
1558,",",",",",",","
1559,we,-PRON-,PRP,xx
1560,made,make,VBD,xxxx
1561,deliberate,deliberate,JJ,xxxx
1562,and,and,CC,xxx
1563,sustained,sustained,JJ,xxxx
1564,investments,investment,NNS,xxxx
1565,and,and,CC,xxx
1566,availability,availability,NN,xxxx
1567,",",",",",",","
1568,customer,customer,NN,xxxx
1569,service,service,NN,xxxx
1570,and,and,CC,xxx
1571,our,-PRON-,PRP$,xxx
1572,front,front,JJ,xxxx
1573,line,line,NN,xxxx
1574,"
","
",_SP,"
"
1575,This,this,DT,Xxxx
1576,has,have,VBZ,xxx
1577,improved,improve,VBN,xxxx
1578,input,input,NN,xxxx
1579,metrics,metric,NNS,xxxx
1580,and,and,CC,xxx
1581,sales,sale,NNS,xxxx
1582,trends,trend,NNS,xxxx
1583,were,be,VBD,xxxx
1584,getting,get,VBG,xxxx
1585,market,market,NN,xxxx
1586,share,share,NN,xxxx
1587,performance,performance,NN,xxxx
1588,moving,move,VBG,xxxx
1589,in,in,IN,xx
1590,the,the,DT,xxx
1591,right,right,JJ,xxxx
1592,direction,direction,NN,xxxx
1593,"
","
",_SP,"
"
1594,With,with,IN,Xxxx
1595,Phase,phase,NN,Xxxxx
1596,1,1,CD,d
1597,complete,complete,JJ,xxxx
1598,",",",",",",","
1599,weâ€,weâ€,NNP,xxx€
1600,™,™,CD,™
1601,re,re,IN,xx
1602,turning,turn,VBG,xxxx
1603,our,-PRON-,PRP$,xxx
1604,attention,attention,NN,xxxx
1605,to,to,IN,xx
1606,Phase,phase,NN,Xxxxx
1607,2,2,CD,d
1608,.,.,.,.
1609,Our,-PRON-,PRP$,Xxx
1610,objective,objective,NN,xxxx
1611,for,for,IN,xxx
1612,Phase,phase,NN,Xxxxx
1613,2,2,CD,d
1614,include,include,VBP,xxxx
1615,;,;,:,;
1616,first,first,RB,xxxx
1617,",",",",",",","
1618,elevate,elevate,JJ,xxxx
1619,focus,focus,NN,xxxx
1620,on,on,IN,xx
1621,the,the,DT,xxx
1622,customer,customer,NN,xxxx
1623,and,and,CC,xxx
1624,continue,continue,VB,xxxx
1625,to,to,TO,xx
1626,narrow,narrow,VB,xxxx
1627,the,the,DT,xxx
1628,performance,performance,NN,xxxx
1629,gap,gap,NN,xxx
1630,;,;,:,;
1631,second,second,RB,xxxx
1632,",",",",",",","
1633,flawlessly,flawlessly,RB,xxxx
1634,execute,execute,VB,xxxx
1635,the,the,DT,xxx
1636,multi,multi,JJ,xxxx
1637,-,-,JJ,-
1638,year,year,JJ,xxxx
1639,productivity,productivity,NN,xxxx
1640,plan,plan,NN,xxxx
1641,we,-PRON-,PRP,xx
1642,have,have,VBP,xxxx
1643,been,be,VBN,xxxx
1644,developing,develop,VBG,xxxx
1645,"
","
",_SP,"
"
1646,We,-PRON-,PRP,Xx
1647,have,have,VBP,xxxx
1648,a,a,DT,x
1649,significant,significant,JJ,xxxx
1650,opportunity,opportunity,NN,xxxx
1651,to,to,TO,xx
1652,thoughtfully,thoughtfully,RB,xxxx
1653,and,and,CC,xxx
1654,permanently,permanently,RB,xxxx
1655,remove,remove,VB,xxxx
1656,unnecessary,unnecessary,JJ,xxxx
1657,costs,cost,NNS,xxxx
1658,;,;,:,;
1659,and,and,CC,xxx
1660,third,third,RB,xxxx
1661,",",",",",",","
1662,challenge,challenge,VB,xxxx
1663,our,-PRON-,PRP$,xxx
1664,new,new,JJ,xxx
1665,leadership,leadership,NN,xxxx
1666,team,team,NN,xxxx
1667,to,to,TO,xx
1668,elevate,elevate,VB,xxxx
1669,our,-PRON-,PRP$,xxx
1670,focus,focus,NN,xxxx
1671,on,on,IN,xx
1672,attracting,attract,VBG,xxxx
1673,and,and,CC,xxx
1674,developing,develop,VBG,xxxx
1675,talent,talent,NN,xxxx
1676,throughout,throughout,IN,xxxx
1677,the,the,DT,xxx
1678,organization,organization,NN,xxxx
1679,"
","
",_SP,"
"
1680,With,with,IN,Xxxx
1681,stronger,strong,JJR,xxxx
1682,talent,talent,NN,xxxx
1683,",",",",",",","
1684,we,-PRON-,PRP,xx
1685,will,will,MD,xxxx
1686,build,build,VB,xxxx
1687,new,new,JJ,xxx
1688,capacities,capacity,NNS,xxxx
1689,required,require,VBN,xxxx
1690,to,to,TO,xx
1691,win,win,VB,xxx
1692,in,in,IN,xx
1693,the,the,DT,xxx
1694,future,future,NN,xxxx
1695,and,and,CC,xxx
1696,evolve,evolve,VB,xxxx
1697,the,the,DT,xxx
1698,culture,culture,NN,xxxx
1699,to,to,TO,xx
1700,deliver,deliver,VB,xxxx
1701,value,value,NN,xxxx
1702,"
","
",_SP,"
"
1703,We,-PRON-,PRP,Xx
1704,have,have,VBP,xxxx
1705,been,be,VBN,xxxx
1706,hard,hard,JJ,xxxx
1707,at,at,IN,xx
1708,work,work,NN,xxxx
1709,with,with,IN,xxxx
1710,our,-PRON-,PRP$,xxx
1711,growth,growth,NN,xxxx
1712,agenda,agenda,NN,xxxx
1713,and,and,CC,xxx
1714,over,over,IN,xxxx
1715,the,the,DT,xxx
1716,past,past,JJ,xxxx
1717,three,three,CD,xxxx
1718,quarters,quarter,NNS,xxxx
1719,developing,develop,VBG,xxxx
1720,our,-PRON-,PRP$,xxx
1721,Phase,phase,NN,Xxxxx
1722,2,2,CD,d
1723,initiatives,initiative,NNS,xxxx
1724,",",",",",",","
1725,weâ€,weâ€,NNP,xxx€
1726,™,™,CD,™
1727,re,re,NN,xx
1728,very,very,RB,xxxx
1729,excited,excited,JJ,xxxx
1730,about,about,IN,xxxx
1731,the,the,DT,xxx
1732,capabilities,capability,NNS,xxxx
1733,weâ€,weâ€,NNP,xxx€
1734,™,™,CD,™
1735,re,re,NN,xx
1736,building,building,NN,xxxx
1737,as,as,IN,xx
1738,we,-PRON-,PRP,xx
1739,test,test,VBP,xxxx
1740,and,and,CC,xxx
1741,learn,learn,VB,xxxx
1742,new,new,JJ,xxx
1743,ideas,idea,NNS,xxxx
1744,throughout,throughout,IN,xxxx
1745,the,the,DT,xxx
1746,country,country,NN,xxxx
1747,"
","
",_SP,"
"
1748,Weâ€,weâ€,NN,Xxx€
1749,™,™,CD,™
1750,re,re,IN,xx
1751,now,now,RB,xxx
1752,beginning,begin,VBG,xxxx
1753,to,to,TO,xx
1754,scale,scale,VB,xxxx
1755,the,the,DT,xxx
1756,top,top,JJ,xxx
1757,performing,perform,VBG,xxxx
1758,initiatives,initiative,NNS,xxxx
1759,"
","
",_SP,"
"
1760,First,first,JJ,Xxxxx
1761,",",",",",",","
1762,weâ€,weâ€,NNP,xxx€
1763,™,™,CD,™
1764,re,re,IN,xx
1765,improving,improve,VBG,xxxx
1766,the,the,DT,xxx
1767,customer,customer,NN,xxxx
1768,experience,experience,NN,xxxx
1769,and,and,CC,xxx
1770,driving,drive,VBG,xxxx
1771,consistent,consistent,JJ,xxxx
1772,execution,execution,NN,xxxx
1773,across,across,IN,xxxx
1774,our,-PRON-,PRP$,xxx
1775,network,network,NN,xxxx
1776,for,for,IN,xxx
1777,both,both,CC,xxxx
1778,Professional,Professional,NNP,Xxxxx
1779,and,and,CC,xxx
1780,DIY,DIY,NNP,XXX
1781,customers,customer,NNS,xxxx
1782,"
","
",_SP,"
"
1783,In,in,IN,Xx
1784,Professional,Professional,NNP,Xxxxx
1785,",",",",",",","
1786,it,-PRON-,PRP,xx
1787,all,all,DT,xxx
1788,starts,start,VBZ,xxxx
1789,with,with,IN,xxxx
1790,improving,improve,VBG,xxxx
1791,availability,availability,NN,xxxx
1792,"
","
",_SP,"
"
1793,Here,here,RB,Xxxx
1794,we,-PRON-,PRP,xx
1795,are,be,VBP,xxx
1796,building,build,VBG,xxxx
1797,on,on,IN,xx
1798,the,the,DT,xxx
1799,successful,successful,JJ,xxxx
